ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:Q6ZW61	uniprotkb:Q8IWZ6	uniprotkb:Q8NAB8|uniprotkb:D3DNX5|uniprotkb:Q7Z342|uniprotkb:Q7Z482|ensembl:ENSP00000319062.3|ensembl:ENSP00000438273.1|intact:EBI-6128352|uniprotkb:Q6ZW61	uniprotkb:Q4W5P8|uniprotkb:Q8N581|uniprotkb:Q9NVI4|ensembl:ENSP00000264499.4|intact:EBI-1806001|uniprotkb:Q8IWZ6	psi-mi:bbs12_human(display_short)|psi-mi:Bardet-Biedl syndrome 12 protein(display_long)|uniprotkb:C4orf24(gene name synonym)|uniprotkb:BBS12(gene name)|IntAct:BBS12(author assigned name)	psi-mi:bbs7_human(display_short)|psi-mi:Bardet-Biedl syndrome 7 protein(display_long)|uniprotkb:BBS7(gene name)|uniprotkb:BBS2-like protein 1(gene name synonym)|uniprotkb:BBS2L1(gene name synonym)|IntAct:BBS7(author assigned name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Huttlin EL. et al.(2017)	intact:EBI-15481134|doi:10.1038/nature22366|pubmed:28514442|imex:IM-25778	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-21894918|imex:IM-25778-6979	intact-miscore:0.78
uniprotkb:Q6ZW61	uniprotkb:Q8IWZ6	uniprotkb:Q8NAB8|uniprotkb:D3DNX5|uniprotkb:Q7Z342|uniprotkb:Q7Z482|ensembl:ENSP00000319062.3|ensembl:ENSP00000438273.1|intact:EBI-6128352|uniprotkb:Q6ZW61	uniprotkb:Q4W5P8|uniprotkb:Q8N581|uniprotkb:Q9NVI4|ensembl:ENSP00000264499.4|intact:EBI-1806001|uniprotkb:Q8IWZ6	psi-mi:bbs12_human(display_short)|psi-mi:Bardet-Biedl syndrome 12 protein(display_long)|uniprotkb:C4orf24(gene name synonym)|uniprotkb:BBS12(gene name)	psi-mi:bbs7_human(display_short)|psi-mi:Bardet-Biedl syndrome 7 protein(display_long)|uniprotkb:BBS7(gene name)|uniprotkb:BBS2-like protein 1(gene name synonym)|uniprotkb:BBS2L1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Huttlin EL. et al.(2021)	intact:EBI-27103963|doi:10.1016/j.cell.2021.04.011|pubmed:33961781|imex:IM-29278	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-54795348	intact-miscore:0.78
uniprotkb:Q8TAM1	uniprotkb:Q58FG1	uniprotkb:Q96CW2|uniprotkb:Q9H5D2|ensembl:ENSP00000497413.1|intact:EBI-6128013|uniprotkb:Q8TAM1	intact:EBI-6916562|uniprotkb:Q58FG1	psi-mi:bbs10_human(display_short)|psi-mi:Bardet-Biedl syndrome 10 protein(display_long)|uniprotkb:C12orf58(gene name synonym)|uniprotkb:BBS10(gene name)	psi-mi:hs904_human(display_short)|psi-mi:Putative heat shock protein HSP 90-alpha A4(display_long)|uniprotkb:HSP90AD(gene name synonym)|uniprotkb:HSPCAL2(gene name synonym)|uniprotkb:Heat shock 90 kDa protein 1 alpha-like 2(gene name synonym)|uniprotkb:Heat shock protein 90-alpha D(gene name synonym)|uniprotkb:HSP90AA4P(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Huttlin EL. et al.(2021)	intact:EBI-27103963|doi:10.1016/j.cell.2021.04.011|pubmed:33961781|imex:IM-29278	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-54790582	intact-miscore:0.4
uniprotkb:Q27J81	uniprotkb:Q8TAM1	uniprotkb:Q6PK22|uniprotkb:Q86TR7|uniprotkb:Q9H6N1|uniprotkb:Q9BRM1|uniprotkb:Q27J83|uniprotkb:Q69YL8|uniprotkb:Q6P1X7|intact:EBI-28987364|ensembl:ENSP00000376410.4|intact:EBI-2557882|uniprotkb:Q27J81	uniprotkb:Q96CW2|uniprotkb:Q9H5D2|ensembl:ENSP00000497413.1|intact:EBI-6128013|uniprotkb:Q8TAM1	psi-mi:inf2_human(display_short)|psi-mi:Inverted formin-2(display_long)|uniprotkb:C14orf151(gene name synonym)|uniprotkb:C14orf173(gene name synonym)|uniprotkb:HBEBP2-binding protein C(gene name synonym)|uniprotkb:INF2(gene name)	psi-mi:bbs10_human(display_short)|psi-mi:Bardet-Biedl syndrome 10 protein(display_long)|uniprotkb:C12orf58(gene name synonym)|uniprotkb:BBS10(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Huttlin EL. et al.(2021)	intact:EBI-27103963|doi:10.1016/j.cell.2021.04.011|pubmed:33961781|imex:IM-29278	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-54818737	intact-miscore:0.35
uniprotkb:O60232	uniprotkb:Q8TAM1	ensembl:ENSP00000312318.3|intact:EBI-741415|uniprotkb:O60232	uniprotkb:Q96CW2|uniprotkb:Q9H5D2|ensembl:ENSP00000497413.1|intact:EBI-6128013|uniprotkb:Q8TAM1	psi-mi:znrd2_human(display_short)|psi-mi:Protein ZNRD2(display_long)|uniprotkb:Autoantigen p27(gene name synonym)|uniprotkb:SSSCA1(gene name synonym)|uniprotkb:Sjoegren syndrome/scleroderma autoantigen 1(gene name synonym)|uniprotkb:Zinc ribbon domain-containing protein 2(gene name synonym)|uniprotkb:ZNRD2(gene name)	psi-mi:bbs10_human(display_short)|psi-mi:Bardet-Biedl syndrome 10 protein(display_long)|uniprotkb:C12orf58(gene name synonym)|uniprotkb:BBS10(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Huttlin EL. et al.(2021)	intact:EBI-27103963|doi:10.1016/j.cell.2021.04.011|pubmed:33961781|imex:IM-29278	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-54854775	intact-miscore:0.53
uniprotkb:Q6ZW61	uniprotkb:Q8IWZ6	uniprotkb:Q8NAB8|uniprotkb:D3DNX5|uniprotkb:Q7Z342|uniprotkb:Q7Z482|ensembl:ENSP00000319062.3|ensembl:ENSP00000438273.1|intact:EBI-6128352|uniprotkb:Q6ZW61	uniprotkb:Q4W5P8|uniprotkb:Q8N581|uniprotkb:Q9NVI4|ensembl:ENSP00000264499.4|intact:EBI-1806001|uniprotkb:Q8IWZ6	psi-mi:bbs12_human(display_short)|psi-mi:Bardet-Biedl syndrome 12 protein(display_long)|uniprotkb:C4orf24(gene name synonym)|uniprotkb:BBS12(gene name)	psi-mi:bbs7_human(display_short)|psi-mi:Bardet-Biedl syndrome 7 protein(display_long)|uniprotkb:BBS7(gene name)|uniprotkb:BBS2-like protein 1(gene name synonym)|uniprotkb:BBS2L1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Zhang Q. et al.(2012)	intact:EBI-6127424|pubmed:22500027|imex:IM-17327	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-6128382|imex:IM-17327-35	intact-miscore:0.78
uniprotkb:Q6ZW61	uniprotkb:Q8IWZ6	uniprotkb:Q8NAB8|uniprotkb:D3DNX5|uniprotkb:Q7Z342|uniprotkb:Q7Z482|ensembl:ENSP00000319062.3|ensembl:ENSP00000438273.1|intact:EBI-6128352|uniprotkb:Q6ZW61	uniprotkb:Q4W5P8|uniprotkb:Q8N581|uniprotkb:Q9NVI4|ensembl:ENSP00000264499.4|intact:EBI-1806001|uniprotkb:Q8IWZ6	psi-mi:bbs12_human(display_short)|psi-mi:Bardet-Biedl syndrome 12 protein(display_long)|uniprotkb:C4orf24(gene name synonym)|uniprotkb:BBS12(gene name)	psi-mi:bbs7_human(display_short)|psi-mi:Bardet-Biedl syndrome 7 protein(display_long)|uniprotkb:BBS7(gene name)|uniprotkb:BBS2-like protein 1(gene name synonym)|uniprotkb:BBS2L1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Zhang Q. et al.(2012)	intact:EBI-6127424|pubmed:22500027|imex:IM-17327	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-6128394|imex:IM-17327-36	intact-miscore:0.78
uniprotkb:Q6ZW61	uniprotkb:Q8IWZ6	uniprotkb:Q8NAB8|uniprotkb:D3DNX5|uniprotkb:Q7Z342|uniprotkb:Q7Z482|ensembl:ENSP00000319062.3|ensembl:ENSP00000438273.1|intact:EBI-6128352|uniprotkb:Q6ZW61	uniprotkb:Q4W5P8|uniprotkb:Q8N581|uniprotkb:Q9NVI4|ensembl:ENSP00000264499.4|intact:EBI-1806001|uniprotkb:Q8IWZ6	psi-mi:bbs12_human(display_short)|psi-mi:Bardet-Biedl syndrome 12 protein(display_long)|uniprotkb:C4orf24(gene name synonym)|uniprotkb:BBS12(gene name)	psi-mi:bbs7_human(display_short)|psi-mi:Bardet-Biedl syndrome 7 protein(display_long)|uniprotkb:BBS7(gene name)|uniprotkb:BBS2-like protein 1(gene name synonym)|uniprotkb:BBS2L1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Zhang Q. et al.(2012)	intact:EBI-6127424|pubmed:22500027|imex:IM-17327	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-6128421|imex:IM-17327-37	intact-miscore:0.78
uniprotkb:Q8IWZ6	uniprotkb:Q6ZW61	uniprotkb:Q4W5P8|uniprotkb:Q8N581|uniprotkb:Q9NVI4|ensembl:ENSP00000264499.4|intact:EBI-1806001|uniprotkb:Q8IWZ6	uniprotkb:Q8NAB8|uniprotkb:D3DNX5|uniprotkb:Q7Z342|uniprotkb:Q7Z482|ensembl:ENSP00000319062.3|ensembl:ENSP00000438273.1|intact:EBI-6128352|uniprotkb:Q6ZW61	psi-mi:bbs7_human(display_short)|psi-mi:Bardet-Biedl syndrome 7 protein(display_long)|uniprotkb:BBS7(gene name)|uniprotkb:BBS2-like protein 1(gene name synonym)|uniprotkb:BBS2L1(gene name synonym)	psi-mi:bbs12_human(display_short)|psi-mi:Bardet-Biedl syndrome 12 protein(display_long)|uniprotkb:C4orf24(gene name synonym)|uniprotkb:BBS12(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Zhang Q. et al.(2012)	intact:EBI-6127424|pubmed:22500027|imex:IM-17327	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-6128486|imex:IM-17327-38	intact-miscore:0.78
uniprotkb:Q6ZW61	uniprotkb:Q8IWZ6	uniprotkb:Q8NAB8|uniprotkb:D3DNX5|uniprotkb:Q7Z342|uniprotkb:Q7Z482|ensembl:ENSP00000319062.3|ensembl:ENSP00000438273.1|intact:EBI-6128352|uniprotkb:Q6ZW61	uniprotkb:Q4W5P8|uniprotkb:Q8N581|uniprotkb:Q9NVI4|ensembl:ENSP00000264499.4|intact:EBI-1806001|uniprotkb:Q8IWZ6	psi-mi:bbs12_human(display_short)|psi-mi:Bardet-Biedl syndrome 12 protein(display_long)|uniprotkb:C4orf24(gene name synonym)|uniprotkb:BBS12(gene name)	psi-mi:bbs7_human(display_short)|psi-mi:Bardet-Biedl syndrome 7 protein(display_long)|uniprotkb:BBS7(gene name)|uniprotkb:BBS2-like protein 1(gene name synonym)|uniprotkb:BBS2L1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Zhang Q. et al.(2012)	intact:EBI-6127424|pubmed:22500027|imex:IM-17327	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-6128507|imex:IM-17327-39	intact-miscore:0.78
uniprotkb:Q96EF9	uniprotkb:Q8TAM1	ensembl:ENSP00000349593.4|intact:EBI-25830993|uniprotkb:Q96EF9	uniprotkb:Q96CW2|uniprotkb:Q9H5D2|ensembl:ENSP00000497413.1|intact:EBI-6128013|uniprotkb:Q8TAM1	psi-mi:zhx1r_human(display_short)|psi-mi:Zinc fingers and homeoboxes protein 1, isoform 2(display_long)|uniprotkb:C8orf76(gene name synonym)|uniprotkb:ZHX1-C8orf76 readthrough transcript protein(gene name synonym)|uniprotkb:ZHX1-C8orf76(gene name)	psi-mi:bbs10_human(display_short)|psi-mi:Bardet-Biedl syndrome 10 protein(display_long)|uniprotkb:C12orf58(gene name synonym)|uniprotkb:BBS10(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Huttlin EL. et al.(2021)	intact:EBI-27103963|doi:10.1016/j.cell.2021.04.011|pubmed:33961781|imex:IM-29278	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-54660429	intact-miscore:0.35
uniprotkb:O60232	uniprotkb:Q8TAM1	ensembl:ENSP00000312318.3|intact:EBI-741415|uniprotkb:O60232	uniprotkb:Q96CW2|uniprotkb:Q9H5D2|ensembl:ENSP00000497413.1|intact:EBI-6128013|uniprotkb:Q8TAM1	psi-mi:znrd2_human(display_short)|psi-mi:Protein ZNRD2(display_long)|uniprotkb:Autoantigen p27(gene name synonym)|uniprotkb:SSSCA1(gene name synonym)|uniprotkb:Sjoegren syndrome/scleroderma autoantigen 1(gene name synonym)|uniprotkb:Zinc ribbon domain-containing protein 2(gene name synonym)|uniprotkb:ZNRD2(gene name)	psi-mi:bbs10_human(display_short)|psi-mi:Bardet-Biedl syndrome 10 protein(display_long)|uniprotkb:C12orf58(gene name synonym)|uniprotkb:BBS10(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Huttlin EL. et al.(2021)	intact:EBI-27103963|doi:10.1016/j.cell.2021.04.011|pubmed:33961781|imex:IM-29278	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-54524798	intact-miscore:0.53
uniprotkb:Q8IWZ6	uniprotkb:Q8TAM1	uniprotkb:Q4W5P8|uniprotkb:Q8N581|uniprotkb:Q9NVI4|ensembl:ENSP00000264499.4|intact:EBI-1806001|uniprotkb:Q8IWZ6	uniprotkb:Q96CW2|uniprotkb:Q9H5D2|ensembl:ENSP00000497413.1|intact:EBI-6128013|uniprotkb:Q8TAM1	psi-mi:bbs7_human(display_short)|psi-mi:Bardet-Biedl syndrome 7 protein(display_long)|uniprotkb:BBS7(gene name)|uniprotkb:BBS2-like protein 1(gene name synonym)|uniprotkb:BBS2L1(gene name synonym)	psi-mi:bbs10_human(display_short)|psi-mi:Bardet-Biedl syndrome 10 protein(display_long)|uniprotkb:C12orf58(gene name synonym)|uniprotkb:BBS10(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Huttlin EL. et al.(2021)	intact:EBI-27103963|doi:10.1016/j.cell.2021.04.011|pubmed:33961781|imex:IM-29278	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-54502780	intact-miscore:0.75
uniprotkb:Q99615	uniprotkb:Q8TAM1	uniprotkb:Q7Z784|ensembl:ENSP00000406463.2|intact:EBI-357552|uniprotkb:Q99615	uniprotkb:Q96CW2|uniprotkb:Q9H5D2|ensembl:ENSP00000497413.1|intact:EBI-6128013|uniprotkb:Q8TAM1	psi-mi:dnjc7_human(display_short)|psi-mi:DnaJ homolog subfamily C member 7(display_long)|uniprotkb:TPR2(gene name synonym)|uniprotkb:TTC2(gene name synonym)|uniprotkb:Tetratricopeptide repeat protein 2(gene name synonym)|uniprotkb:DNAJC7(gene name)	psi-mi:bbs10_human(display_short)|psi-mi:Bardet-Biedl syndrome 10 protein(display_long)|uniprotkb:C12orf58(gene name synonym)|uniprotkb:BBS10(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Huttlin EL. et al.(2021)	intact:EBI-27103963|doi:10.1016/j.cell.2021.04.011|pubmed:33961781|imex:IM-29278	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-54640878	intact-miscore:0.53
uniprotkb:O43318	uniprotkb:Q8TAM1	uniprotkb:O43317|uniprotkb:O43319|uniprotkb:Q9NZ70|uniprotkb:Q9NTR3|uniprotkb:E1P523|uniprotkb:Q5TDN2|uniprotkb:Q5TDN3|uniprotkb:B2RE27|uniprotkb:Q5TDT7|ensembl:ENSP00000358335.3|intact:EBI-358684|uniprotkb:O43318	uniprotkb:Q96CW2|uniprotkb:Q9H5D2|ensembl:ENSP00000497413.1|intact:EBI-6128013|uniprotkb:Q8TAM1	psi-mi:m3k7_human(display_short)|psi-mi:Mitogen-activated protein kinase kinase kinase 7(display_long)|uniprotkb:MAP3K7(gene name)|uniprotkb:Transforming growth factor-beta-activated kinase 1(gene name synonym)|uniprotkb:TAK1(gene name synonym)|MINT:MAP3K7(author assigned name)	psi-mi:bbs10_human(display_short)|psi-mi:Bardet-Biedl syndrome 10 protein(display_long)|uniprotkb:C12orf58(gene name synonym)|uniprotkb:BBS10(gene name)|MINT:BBS10(author assigned name)	psi-mi:"MI:0018"(two hybrid)	Vinayagam A. et al.(2011)	intact:EBI-7094856|doi:10.1126/scisignal.2001699|mint:MINT-8247638|mint:MINT-8089645|pubmed:21900206|imex:IM-16799	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-7191980|mint:MINT-8259888|imex:IM-16799-1073	intact-miscore:0.37
uniprotkb:Q8TAM1	uniprotkb:Q16659	uniprotkb:Q96CW2|uniprotkb:Q9H5D2|ensembl:ENSP00000497413.1|intact:EBI-6128013|uniprotkb:Q8TAM1	uniprotkb:Q68DH4|uniprotkb:Q8IYN8|uniprotkb:B2R945|uniprotkb:B5BU65|ensembl:ENSP00000261845.5|ensembl:ENSP00000505601.1|ensembl:ENSP00000505862.1|ensembl:ENSP00000506036.1|ensembl:ENSP00000506184.1|ensembl:ENSP00000509662.1|intact:EBI-1384105|uniprotkb:Q16659	psi-mi:bbs10_human(display_short)|psi-mi:Bardet-Biedl syndrome 10 protein(display_long)|uniprotkb:C12orf58(gene name synonym)|uniprotkb:BBS10(gene name)|MINT:BBS10(author assigned name)	psi-mi:mk06_human(display_short)|psi-mi:Mitogen-activated protein kinase 6(display_long)|uniprotkb:MAPK6(gene name)|uniprotkb:MAP kinase isoform p97(gene name synonym)|uniprotkb:Extracellular signal-regulated kinase 3(gene name synonym)|uniprotkb:PRKM6(gene name synonym)|uniprotkb:ERK3(gene name synonym)|MINT:MAPK6(author assigned name)	psi-mi:"MI:0018"(two hybrid)	Vinayagam A. et al.(2011)	intact:EBI-7094856|doi:10.1126/scisignal.2001699|mint:MINT-8247638|mint:MINT-8089645|pubmed:21900206|imex:IM-16799	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-7204695|mint:MINT-8260779|imex:IM-16799-1154	intact-miscore:0.37
uniprotkb:Q9UBN7	uniprotkb:Q8TAM1	uniprotkb:O94975|uniprotkb:Q96CY0|uniprotkb:Q6NT75|uniprotkb:Q7L3E5|ensembl:ENSP00000334061.5|ensembl:ENSP00000365795.3|ensembl:ENSP00000365804.2|ensembl:ENSP00000365831.3|ensembl:ENSP00000392815.2|ensembl:ENSP00000394377.2|ensembl:ENSP00000402751.2|ensembl:ENSP00000496013.1|ensembl:ENSP00000496046.1|intact:EBI-301697|uniprotkb:Q9UBN7	uniprotkb:Q96CW2|uniprotkb:Q9H5D2|ensembl:ENSP00000497413.1|intact:EBI-6128013|uniprotkb:Q8TAM1	psi-mi:hdac6_human(display_short)|psi-mi:Histone deacetylase 6(display_long)|uniprotkb:Hdac6(gene name)|uniprotkb:Protein deacetylase HDAC6(gene name synonym)|uniprotkb:Tubulin-lysine deacetylase HDAC6(gene name synonym)|uniprotkb:JM21(orf name)|uniprotkb:KIAA0901(gene name synonym)|MINT:HDAC6(author assigned name)	psi-mi:bbs10_human(display_short)|psi-mi:Bardet-Biedl syndrome 10 protein(display_long)|uniprotkb:C12orf58(gene name synonym)|uniprotkb:BBS10(gene name)|MINT:BBS10(author assigned name)	psi-mi:"MI:0018"(two hybrid)	Vinayagam A. et al.(2011)	intact:EBI-7094856|doi:10.1126/scisignal.2001699|mint:MINT-8247638|mint:MINT-8089645|pubmed:21900206|imex:IM-16799	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-7173555|mint:MINT-8258010|imex:IM-16799-911	intact-miscore:0.37
uniprotkb:Q13387	uniprotkb:Q8TAM1	uniprotkb:Q96G62|uniprotkb:Q99771|uniprotkb:Q9NZ59|uniprotkb:Q9UKQ4|ensembl:ENSP00000330572.4|intact:EBI-722813|uniprotkb:Q13387	uniprotkb:Q96CW2|uniprotkb:Q9H5D2|ensembl:ENSP00000497413.1|intact:EBI-6128013|uniprotkb:Q8TAM1	psi-mi:jip2_human(display_short)|psi-mi:C-Jun-amino-terminal kinase-interacting protein 2(display_long)|uniprotkb:MAPK8IP2(gene name)|uniprotkb:PRKM8IPL(gene name synonym)|uniprotkb:JIP2(gene name synonym)|uniprotkb:IB2(gene name synonym)|uniprotkb:Mitogen-activated protein kinase 8-interacting protein 2(gene name synonym)|uniprotkb:JNK MAP kinase scaffold protein 2(gene name synonym)|uniprotkb:Islet-brain-2(gene name synonym)|MINT:MAPK8IP2(author assigned name)	psi-mi:bbs10_human(display_short)|psi-mi:Bardet-Biedl syndrome 10 protein(display_long)|uniprotkb:C12orf58(gene name synonym)|uniprotkb:BBS10(gene name)|MINT:BBS10(author assigned name)	psi-mi:"MI:0018"(two hybrid)	Vinayagam A. et al.(2011)	intact:EBI-7094856|doi:10.1126/scisignal.2001699|mint:MINT-8247638|mint:MINT-8089645|pubmed:21900206|imex:IM-16799	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-7236381|mint:MINT-8262407|imex:IM-16799-1302	intact-miscore:0.37
uniprotkb:Q8TAM1	uniprotkb:P22736	uniprotkb:Q96CW2|uniprotkb:Q9H5D2|ensembl:ENSP00000497413.1|intact:EBI-6128013|uniprotkb:Q8TAM1	uniprotkb:B4DML7|uniprotkb:Q15627|uniprotkb:Q53Y00|uniprotkb:Q6IBU8|ensembl:ENSP00000243050.1|ensembl:ENSP00000378301.2|ensembl:ENSP00000378302.1|intact:EBI-721550|uniprotkb:P22736	psi-mi:bbs10_human(display_short)|psi-mi:Bardet-Biedl syndrome 10 protein(display_long)|uniprotkb:C12orf58(gene name synonym)|uniprotkb:BBS10(gene name)|MINT:BBS10(author assigned name)	psi-mi:nr4a1_human(display_short)|psi-mi:Nuclear receptor subfamily 4immunitygroup A member 1(display_long)|uniprotkb:NR4A1(gene name)|uniprotkb:Testicular receptor 3(gene name synonym)|uniprotkb:Nuclear hormone receptor NUR/77(gene name synonym)|uniprotkb:NAK1(gene name synonym)|uniprotkb:HMR(gene name synonym)|uniprotkb:GFRP1(gene name synonym)|uniprotkb:ST-59(gene name synonym)|uniprotkb:Orphan nuclear receptor TR3(gene name synonym)|uniprotkb:Early response protein NAK1(gene name synonym)|uniprotkb:Orphan nuclear receptor HMR(gene name synonym)|MINT:NR4A1(author assigned name)	psi-mi:"MI:0018"(two hybrid)	Vinayagam A. et al.(2011)	intact:EBI-7094856|doi:10.1126/scisignal.2001699|mint:MINT-8247638|mint:MINT-8089645|pubmed:21900206|imex:IM-16799	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-7262577|mint:MINT-8263984|imex:IM-16799-1441	intact-miscore:0.37
uniprotkb:Q8TAM1	uniprotkb:P49674	uniprotkb:Q96CW2|uniprotkb:Q9H5D2|ensembl:ENSP00000497413.1|intact:EBI-6128013|uniprotkb:Q8TAM1	ensembl:ENSP00000352929.3|ensembl:ENSP00000380044.1|ensembl:ENSP00000384074.1|intact:EBI-749343|uniprotkb:P49674	psi-mi:bbs10_human(display_short)|psi-mi:Bardet-Biedl syndrome 10 protein(display_long)|uniprotkb:C12orf58(gene name synonym)|uniprotkb:BBS10(gene name)|MINT:BBS10(author assigned name)	psi-mi:kc1e_human(display_short)|psi-mi:Casein kinase I isoform epsilon(display_long)|uniprotkb:CSNK1E(gene name)|MINT:CSNK1E(author assigned name)	psi-mi:"MI:0018"(two hybrid)	Vinayagam A. et al.(2011)	intact:EBI-7094856|doi:10.1126/scisignal.2001699|mint:MINT-8247638|mint:MINT-8089645|pubmed:21900206|imex:IM-16799	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-7129229|mint:MINT-8252692|imex:IM-16799-440	intact-miscore:0.37
